"id","provider_name","street_address","city","county","state","zipcode","phone_number","service_type"
"1417","PRAIRIE HOUSE","1770 SAUK TRAIL","SAUK VLG","COOK","IL","60411","(708) 757-6729","Intermediate Care Facility Services"
"1418","CAROLE LANE TERRACE","1641 CAROLE LN","SAUK VILLAGE","COOK","IL","60411","(708) 758-8756","Intermediate Care Facility Services"
"1419","ROCKTON COURT","2615 N ROCKTON AVE","ROCKFORD","WINNEBAGO","IL","61101","(815) 965-1249","Intermediate Care Facility Services"
"1420","BELLEFONTAINE PLACE","98 DEBRA LN","WATERLOO","MONROE","IL","62298","(618) 939-3336","Intermediate Care Facility Services"
"1421","LYNWOOD ESTATES","301 RODDY RD","SALEM","MARION","IL","62881","(618) 548-0353","Intermediate Care Facility Services"
"1422","CLEARBROOK CENTER","3201 W CAMPBELL STR","ROLLING MEADOWS","COOK","IL","60008","(847) 255-0120","Intermediate Care Facility Services"
"1423","CLEARBROOK WEST","3980 FAIRFAX","ROLLING MDWS","COOK","IL","60008","(847) 253-5155","Intermediate Care Facility Services"
"1424","OLSON TERRACE","3006 ALIDA ST","ROCKFORD","WINNEBAGO","IL","61101","(815) 963-4927","Intermediate Care Facility Services"
"1425","THELMA TERRACE","1450 VIRGINIA AVE","WOOD RIVER","MADISON","IL","62095","(618) 259-2777","Intermediate Care Facility Services"
"1426","HAMMETT HOUSE","1845 - 1ST AVENUE","STERLING","WHITESIDE","IL","61081","(815) 626-9547","Intermediate Care Facility Services"
"1427","RACHUY HOUSE","605 N MAIN ST","STOCKTON","JO DAVIES","IL","61085","(815) 777-9525","Intermediate Care Facility Services"
"1428","ZACHARY HOUSE","1100 E AVENUE","STREAMWOOD","COOK","IL","60107","(630) 483-0537","Intermediate Care Facility Services"
"1429","EXCEPTIONAL CR & TRAINING CTR","2601 WOODLAWN RD","STERLING","WHITESIDE","IL","61081","(815) 626-5820","Intermediate Care Facility Services"
"1430","CASA WILLIS","910 WOODBURN AVE","STERLING","WHITESIDE","IL","61081","(815) 625-4444","Intermediate Care Facility Services"
"1431","STERN SQUARE","1328 W 7TH ST","STERLING","WHITESIDE","IL","61081","(815) 625-1600","Intermediate Care Facility Services"
"1432","HOLLAND TERRACE","15175 STATE ST","S HOLLAND","COOK","IL","60473","(708) 333-5013","Intermediate Care Facility Services"
"1433","PERSHING TERRACE","460 PERSHING","WOOD RIVER","MADISON","IL","62095","(618) 258-1616","Intermediate Care Facility Services"
"1434","GAINES MILL PLACE","3310 GAINES MILL RD","SPRINGFIELD","SANGAMON","IL","62704","(217) 793-0074","Intermediate Care Facility Services"
"1435","SHELTERED VILLAGE","600 BORDEN","WOODSTOCK","MCHENRY","IL","60098","(815) 338-6440","Intermediate Care Facility Services"
"1436","ADLOFF PLACE","50 ADLOFF LN","SPRINGFIELD","SANGAMON","IL","62703","(217) 786-3109","Intermediate Care Facility Services"
"1437","LINTON TERRACE","330 LINTON AVE","WOOD RIVER","MADISON","IL","62095","(618) 258-1212","Intermediate Care Facility Services"
"1438","MADISON TERRACE","95 N MAIN","WOOD RIVER","MADISON","IL","62095","(618) 254-4400","Intermediate Care Facility Services"
"1439","CURTISS COURT","2883 S TAYLOR AVE","SPRINGFIELD","SANGAMON","IL","62703","(217) 585-1188","Intermediate Care Facility Services"
"1440","BROTHER JAMES COURT","2508 ST JAMES ROAD","SPRINGFIELD","SANGAMON","IL","62707","(217) 544-4876","Intermediate Care Facility Services"
"1441","TAYLOR HOUSE","3021 TAYLOR AVE","SPRINGFIELD","SANGAMON","IL","62703","(217) 529-2053","Intermediate Care Facility Services"
"1442","WHISPERING OAKS","201 SPRING STREET","ROSICLARE","HARDIN","IL","62982","(618) 285-6974","Intermediate Care Facility Services"
"1443","PATTERSON HOUSE","307 E JEFFERSON","SULLIVAN","MOULTRIE","IL","61951","(217) 728-4357","Intermediate Care Facility Services"
"1444","PINE TERRACE","2017 NORTH PINE","WAUKEGAN","LAKE","IL","60085","(847) 662-6444","Intermediate Care Facility Services"
"1445","WAUKEGAN TERRACE","660S LEWIS STR","WAUKEGAN","LAKE","IL","60085","(847) 473-0229","Intermediate Care Facility Services"
"1446","VICTORIAN MANOR","815 E VINE","TAYLORVILLE","CHRISTIAN","IL","62568","(217) 287-1484","Intermediate Care Facility Services"
"1447","CLEARBROOK EAST","3802 S OLD WILKE RD","ROLLING MDWS","COOK","IL","60008","(847) 870-0745","Intermediate Care Facility Services"
"1448","TAYLORVILLE TERRACE","921 E MARKET ST","TAYLORVILLE","CHRISTIAN","IL","62568","(217) 287-7787","Intermediate Care Facility Services"
"1449","GLENWOOD TERRACE-SPRINGFIELD","2724 GLENWOOD AVE","SPRINGFIELD","SANGAMON","IL","62704","(217) 523-0168","Intermediate Care Facility Services"
"1450","MEADOWS","3250 S PLUM GROVE RD","ROLLING MDWS","COOK","IL","60008","(847) 397-0055","Intermediate Care Facility Services"
"1451","SPARTA TERRACE","1501 MELMAR DR","SPARTA","RANDOLPH","IL","62286","(618) 443-2122","Intermediate Care Facility Services"
"1452","HALLAM TERRACE","1108 TAYLOR ST","ROCKFORD","WINNEBAGO","IL","61101","(815) 963-0570","Intermediate Care Facility Services"
"1453","IONA GLOS SLC","50 S FAIRBANK ST","ADDISON","DUPAGE","IL","60101","(630) 543-2440","Intermediate Care Facility Services"
"1454","MILESTONE-ELMWOOD HEIGHTS","2662 ELMWOOD RD","ROCKFORD","WINNEBAGO","IL","61103","(815) 877-7001","Intermediate Care Facility Services"
"1455","O'DONNELL HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1456","MINIAT HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1457","MCNERNEY HOUSE","6300 NORTH RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1458","MCGOWAN HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1459","MCAULEY RESIDENCE","2060 WEST GRANVILLE","CHICAGO","COOK","IL","60659","(773) 973-6300","Intermediate Care Facility Services"
"1460","MAZZA HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1461","MARIAN CTR FOR ADULT RESIDENTS","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1462","MAHONEY HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1463","KAPERL HOME","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1464","HERBSTRITT HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1465","HARTEMAYER HOME","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1466","CONRAD HOUSE","6300 NORTH RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1467","CONNELLY HOME","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1468","COLEMAN HOUSE","6300 NORTH RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1469","CARR HOME","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1470","PETERMAN HOUSE","6300 NORTH RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1471","POLK HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1472","RICE HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1473","ROSEMARY HOME","6300 N. RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1474","EDWARDSVILLE TERRACE","808 SW PLACE","EDWARDSVILLE","MADISON","IL","62025","(618) 656-6161","Intermediate Care Facility Services"
"1475","HARRIS PLACE","209 HARRIS RD","E PEORIA","TAZEWELL","IL","61611","(309) 698-9600","Intermediate Care Facility Services"
"1476","BRIARBROOK PLACE","228 BRIARBROOK DR","E PEORIA","TAZEWELL","IL","61611","(309) 698-9200","Intermediate Care Facility Services"
"1477","DOLTON COURT","644 SHERIDAN AVE","DOLTON","COOK","IL","60419","(708) 201-0990","Intermediate Care Facility Services"
"1478","NEW MAIN GROUP HOME","1201 MIDDLE RD","DIXON","LEE","IL","61021","(815) 288-7621","Intermediate Care Facility Services"
"1479","OTTAWA GROUP HOME","726 N OTTAWA","DIXON","LEE","IL","61021","(815) 288-7397","Intermediate Care Facility Services"
"1480","GOLFVIEW DEVELOPMENTAL CENTER","9555 W GOLF RD","DES PLAINES","COOK","IL","60016","(847) 827-6628","Intermediate Care Facility Services"
"1481","BRACH HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1482","SPRING CREEK TERRACE","3155 E MOUND RD","DECATUR","MACON","IL","62526","(217) 877-0671","Intermediate Care Facility Services"
"1483","RAVISLOE TERRACE","18227 RAVISLOE","CTRY CLUB HILLS","COOK","IL","60478","(708) 922-1240","Intermediate Care Facility Services"
"1484","COUNTRY CLUB TERRACE","4900 W 183RD ST","CTRY CLUB HILLS","COOK","IL","60478","(708) 647-0752","Intermediate Care Facility Services"
"1485","BROADWAY TERRACE","43 BROADWAY","CHICAGO HTS","COOK","IL","60411","(708) 756-7771","Intermediate Care Facility Services"
"1486","HAMMOND HOUSE","6701 S MORGAN","CHICAGO","COOK","IL","60621","(773) 994-0833","Intermediate Care Facility Services"
"1487","KNIGHT HOUSE","6600 S STEWART","CHICAGO","COOK","IL","60621","(773) 994-0775","Intermediate Care Facility Services"
"1488","WALSH HOME","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1489","SHANNON HOUSE","6300 N RIDGE AVE","CHICAGO","COOK","IL","60660","(773) 973-6300","Intermediate Care Facility Services"
"1490","SCHULTZ HOUSE","340 BRYAN AVE","DANVILLE","VERMILION","IL","61832","(217) 443-0222","Intermediate Care Facility Services"
"1491","WETHERELL PLACE","1026 N MERCHANT ST","EFFINGHAM","EFFINGHAM","IL","62401","(217) 342-6621","Intermediate Care Facility Services"
"1492","MOORE HOUSE","9135 S BRANDON AVE","CHICAGO","COOK","IL","60617","(773) 731-4033","Intermediate Care Facility Services"
"1493","DANFORTH HOUSE","4540 S MICHIGAN AVE","CHICAGO","COOK","IL","60653","(773) 373-1073","Intermediate Care Facility Services"
"1494","BELLWOOD DEVELOPMENTAL CENTER","105 EASTERN AVENUE","BELLWOOD","COOK","IL","60104","(708) 547-3580","Intermediate Care Facility Services"
"1495","BEARDSTOWN TERRACE","310 E 8TH ST","BEARDSTOWN","CASS","IL","62618","(217) 323-5544","Intermediate Care Facility Services"
"1496","AVISTON TERRACE","349 W FIRST ST","AVISTON","CLINTON","IL","62216","(618) 228-7040","Intermediate Care Facility Services"
"1497","TAC HOUSE","421 CONSTITUTION DR","AURORA","KANE","IL","60506","(630) 859-7650","Intermediate Care Facility Services"
"1498","ASHTON TERRACE","307 ALAN ST","ASHTON","LEE","IL","61006","(815) 453-2226","Intermediate Care Facility Services"
"1499","FIRST STREET GROUP HOME","407 N 1ST ST","ASHTON","LEE","IL","61006","(815) 453-2074","Intermediate Care Facility Services"
"1500","MULBERRY MANOR","612 E DAVIE ST BOX 88","ANNA","UNION","IL","62906","(618) 833-6012","Intermediate Care Facility Services"
"1501","DIVISION STREET HOME","317 W DIVISION ST","AMBOY","LEE","IL","61310","(815) 857-4105","Intermediate Care Facility Services"
"1502","WASSON STREET PLACE","205 E WASSON","AMBOY","LEE","IL","61310","(815) 857-2349","Intermediate Care Facility Services"
"1503","BOYD AVENUE HOME","110 S BOYD AVE","AMBOY","LEE","IL","61310","(815) 857-2299","Intermediate Care Facility Services"
"1504","ALTON BLUFFS ESTATE","821 WASHINGTON AVE","ALTON","MADISON","IL","62002","(618) 474-2020","Intermediate Care Facility Services"
"1505","FOSTERBURG TERRACE","4617 WONDERLAND DR","ALTON","MADISON","IL","62002","(618) 465-8845","Intermediate Care Facility Services"
"1506","ABERDEEN TERRACE","4029 ABERDEEN","ALTON","MADISON","IL","62002","(618) 462-1515","Intermediate Care Facility Services"
"1507","PARK LAWN CENTER","5831 W 115TH ST","ALSIP","COOK","IL","60803","(708) 396-1117","Intermediate Care Facility Services"
"1508","PARK LAWN HOME","12615 S KOSTNER AVE","ALSIP","COOK","IL","60803","(708) 385-1982","Intermediate Care Facility Services"
"1509","ALDEN SPRINGS","207 EAST ARMY TRAIL RD","BLOOMINGDALE","DUPAGE","IL","60108","(630) 523-5783","Intermediate Care Facility Services"
"1510","ALDEN VILLAGE HEALTH FACILITY","267 E LAKE ST","BLOOMINGDALE","DUPAGE","IL","60108","(630) 529-3350","Intermediate Care Facility Services"
"1511","ALDEN OF OLD TOWN WEST","118 S BLOOMINGDALE RD","BLOOMINGDALE","DUPAGE","IL","60108","(630) 671-1660","Intermediate Care Facility Services"
"1512","ALDEN OF OLD TOWN EAST","108 SOUTH 1ST ST","BLOOMINGDALE","DUPAGE","IL","60108","(630) 671-1703","Intermediate Care Facility Services"
"1513","DAVIS HOUSE","4237 S INDIANA AVE","CHICAGO","COOK","IL","60653","(773) 373-1044","Intermediate Care Facility Services"
"1514","ALDEN VILLAGE NORTH","7464 N SHERIDAN RD","CHICAGO","COOK","IL","60626","(773) 338-0200","Intermediate Care Facility Services"
"1515","SWANN SPECIAL CARE CENTER","109 KENWOOD RD","CHAMPAIGN","CHAMPAIGN","IL","61821","(217) 356-5164","Intermediate Care Facility Services"
"1516","BRYAN MANOR","2150 E MCCORD, PO BOX 568","CENTRALIA","MARION","IL","62801","(618) 918-3770","Intermediate Care Facility Services"
"1517","PARK PLACE - CENTRALIA","332 COUNTRY CLUB RD","CENTRALIA","MARION","IL","62801","(618) 533-7922","Intermediate Care Facility Services"
"1518","DIAMONDVIEW","338 COUNTRY CLUB RD","CENTRALIA","MARION","IL","62801","(618) 532-9630","Intermediate Care Facility Services"
"1519","CARTHAGE TERRACE","1205 N CENTER STREET","CARTHAGE","HANCOCK","IL","62321","(217) 357-2333","Intermediate Care Facility Services"
"1520","ROSE-ANGELA HALL","4200 N AUSTIN","CHICAGO","COOK","IL","60634","(773) 545-8300","Intermediate Care Facility Services"
"1521","CARLINVILLE ESTATES","1221 S PLUM ST","CARLINVILLE","MACOUPIN","IL","62626","(217) 854-9443","Intermediate Care Facility Services"
"1522","EMERALD ESTATES","1577 E MYRTLE PO BOX 232","CANTON","FULTON","IL","61520","(309) 647-0440","Intermediate Care Facility Services"
"1523","CALUMET CITY TERRACE","1380 RIVER DR","CALUMET CITY","COOK","IL","60409","(708) 730-3312","Intermediate Care Facility Services"
"1524","GARDEN CENTER SERVICES","8345 S AUSTIN AVE","BURBANK","COOK","IL","60459","(708) 636-0054","Intermediate Care Facility Services"
"1525","COLLINS SQUARE","145 S CROSSWELL AVE","BRADLEY","KANKAKEE","IL","60915","(815) 932-8668","Intermediate Care Facility Services"
"1526","ROY COURT","362 ROY ST","BOURBONNAIS","KANKAKEE","IL","60914","(815) 939-3680","Intermediate Care Facility Services"
"1527","CHAMNESS SQUARE","340 HERITAGE DR","BOURBONNAIS","KANKAKEE","IL","60914","(815) 932-2745","Intermediate Care Facility Services"
"1528","ALDEN TRAILS","273 ARMY TRAIL RD","BLOOMINGDALE","DUPAGE","IL","60108","(630) 671-1990","Intermediate Care Facility Services"
"1529","RENAISSANCE CARE CENTER-DD","1675 E ASH ST","CANTON","FULTON","IL","6220","(309) 647-5631","Intermediate Care Facility Services"
"1530","SEBORG TERRACE","3024 ALIDA ST","ROCKFORD","WINNEBAGO","IL","61101","(815) 963-0332","Intermediate Care Facility Services"
"1531","EFFINGHAM TERRACE","1101 S 3RD ST","EFFINGHAM","EFFINGHAM","IL","62401","(217) 342-9313","Intermediate Care Facility Services"
"1532","SHORE HOMES EAST","503 MICHIGAN AVE","EVANSTON","COOK","IL","60202","(847) 982-2030","Intermediate Care Facility Services"
"1533","LINDEN ESTATE","1000 LINDEN ST","MORTON","TAZEWELL","IL","61550","(309) 266-9781","Intermediate Care Facility Services"
"1534","APOS CHRISTIAN TIMBER RIDGE","2125 VETERANS RD","MORTON","TAZEWELL","IL","61550","(309) 266-9781","Intermediate Care Facility Services"
